Course Code,Course Name
  INI399Y1,Research Opportunity Program
  INI400Y1,Independent Research
  INI401H1,Independent Research
  INI402H1,Independent Research
  INS200H1,Introduction to Indigenous Truth and Resilience
  INS201Y1,"Introduction to Indigenous Studies: Foundations, History and Politics"
  INS205H1,"Indigenous Worldviews, Spiritual and Healing Traditions"
  INS210Y1,Introduction to Anishinaabemowin
  INS215Y1,Introduction to an Indigenous Language of Canada
  INS220Y1,Introduction to Kanien’kéha (Mohawk Language) 
  INS230H1,Introduction to Inuktitut
  INS231H1,Elementary Inuktitut
  INS240Y1,Ecological Interactions: Intro to Indigenous and Western Sciences
  INS250H1,Indigenous Environmental Science and Practice
  INS261H1,Contemporary Challenges Facing Indigenous Communities
  INS300Y1,"Worldviews, Indigenous Knowledges, and Oral Tradition"
  INS301Y1,Indigenous Languages and Cultures
  INS302H1,Indigenous Representation in the Mass Media and Society
  INS303H1,Indigenous Language and Indigenous Thought
  INS304H1,Exploring Indigenous Thought Through Language Texts
  INS310Y1,Anishinaabemowin II
  INS320Y1,Kanien’kéha II 
  INS322H1,Indigenous Narratives of Empowerment
  INS331H1,Indigenous Music: Technical and Theoretical Aspects
  INS340Y1,Indigenous Health Science
  INS341H1,North American Indigenous Theatre
  INS350H1,Indigenous Health Systems
  INS352H1,"Indigenous Leadership, Policy and Practices in Canada"
  INS353H1,First Nations Politics in Canada
  INS354H1,Indigenous Governance and Self-Determination
  INS355H1,Current Issues in Indigenous Health
  INS360Y1,Politics and Process of Reconciliation in Canada
  INS371H1,Topics in Indigenous Literatures
  INS372H1,Special Topics in Indigenous Language
  INS380H1,Special Topics in Indigenous Studies
  INS390H1,Research and Ethics in Indigenous Studies
  INS398H0,Research Excursions
  INS398Y0,Research Excursions
  INS402H1,Traditional Indigenous Ecological Knowledge
  INS403H1,Indigenous Peoples and the Urban Context
  INS405H1,Indigenous Thought & Expression: Creative Non-fiction
  INS407H1,Indigenous Environmental Justice
  INS410H1,"Anishinaabewin Intellectual Traditions, Narrative and Culture"
  INS460H1,"Indigenous Theory, Research and Methods "
  INS480H1,Advanced Special Topics in Indigenous Studies
  INS491Y1,Topics in International Indigenous Studies
  INS492H1,Topics in International Indigenous Studies
  INS493H1,Independent Experiential Studies
  INS494Y1,Independent Experiential Studies
  INS495Y1,Independent Research
  INS496H1,Independent Research
  INS497H1,Independent Research
  INS498Y1,Independent Research
  INT200H1,Arts & Science Internship Program,Professional Work Term 
  INT300H1,Arts & Science Internship Program,Professional Work Term 
  INT301H1,Arts & Science Internship Program,Professional Work Term 
  INT400H1,Arts & Science Internship Program,Professional Work Term 
  INT401H1,Arts & Science Internship Program,Professional Work Term 
  INT450H1,Arts & Science Internship Program,Professional Work Term 
  INT451H1,Arts & Science Internship Program,Professional Work Term 
  INT470H1,Arts & Science Internship Program,Professional Work Term 
  INT471H1,Arts & Science Internship Program,Professional Work Term 
  IRE199H1,Why We Work: Understanding Work Through the Prism of Art & Culture
  IRE240H1,Introduction to Employment Relations
  IRE242H1,HRM for Industrial Relations and HR Professionals
  IRE244H1,Labour Relations 
  IRE260H1,Organizational Behaviour
  IRE299Y1,Research Opportunity Program
  IRE332Y0,Topics in Employment Relations (Summer Abroad Program) 
  IRE339H1,Labour Markets and Public Policy 
  IRE342H1,Finance and Accounting for HR/IR Professionals
  IRE344H1,Topics in Employment Relations 
  IRE345H1,Topics in Employment Relations 
  IRE346H1,HR Planning & Strategy 
  IRE347H1,Training & Development
  IRE348H1,Recruitment & Selection
  IRE349H1,Topics in Employment Relations 
  IRE367H1,Compensation 
  IRE378H1,Employment Health
  IRE379H1,Research & Analytics for Industrial Relations and Human Resources
  IRE395H1,Independent Study
  IRE396H1,Research Participation 
  IRE399Y1,Research Opportunity Program
  IRE430H1,Canadian Employment Law & the Non-Union Workplace
  IRE431H1,Canadian Labour Law & the Unionized Workplace
  IRE432Y0,Advanced Topics in Employment/Labour Relations (Abroad) 
  IRE444H1,Seminar in Employment Relations 
  IRE446H1,Working as an Internal Organizational Consultant 
  IRE447H1,Contemporary Challenges Facing Today's Organizations 
  IRE472H1,Negotiations 
  IRE473H1,Sociology of Industrial Relations
  IRE474H1,Labour Arbitration
  IRE493H1,Advanced Topics in Employment Relations 
  IRE494H1,Advanced Topics in Employment Relations
  ITA100Y1,Italian Language for Beginners
  ITA102Y0,Practical Italian
  ITA135Y0,Conversation and Culture: An Introduction to Italian
  ITA196H1,Image and Text in Medieval and Renaissance Italian Culture
  ITA197H1,The Fine Art of Murder: Reading Detective Fiction
  ITA198H1,Machiavelli and Machiavellianism
  ITA199H1,Italian Fascism and Global Responses: The Dark Side of Italianità
  ITA200H1,Major Italian Authors in Translation: from Dante to Tasso
  ITA201H1,Major Italian Authors in Translation: from Marino to Calvino
  ITA233H1,Italian-Canadian Literature
  ITA235Y0,Conversation and Culture: Intermediate Italian Intensive Oral Practice
  ITA240Y1,History of Italian Cinema
  ITA250Y1,Intermediate Italian
  ITA299Y1,Research Opportunity Program
  ITA300H1,History of Italian Literature: Middle Ages and Renaissance
  ITA301H1,History of Italian Literature: Baroque to Contemporary
  ITA310H1,The 'Journey' in 19th Century Italian Literature
  ITA311H1,Mediaeval Italian Literature in Translation: Dante
  ITA312H1,Mediaeval Italian Literature in Translation: Petrarch and Boccaccio
  ITA314H1,"Italian Design: Fashion, Artistry, Genius"
  ITA315H1,Sex and Gender in Contemporary Italy
  ITA320H1,Dante: Vita Nuova and Divina Commedia (Inferno)
  ITA321H1,Dante: Divina Commedia (Purgatorio and Paradiso)
  ITA330H1,Alessandro Manzoni and the 19th Century
  ITA332H1,Love in the Renaissance
  ITA340H1,Italian Neorealist Cinema
  ITA341H1,Gender and Genre in Italian Cinema
  ITA342H1,Popular Italian Cinema
  ITA345H1,Cinema of the Italian Diasporas
  ITA348H1,Mass Media in Italy: The European Context
  ITA350Y1,Language Practice
  ITA356Y0,Italian Culture from the Middle Ages to the Renaissance
  ITA357Y0,Italian Culture from the Middle Ages to the Renaissance
  ITA358Y0,Modern Italian Culture
  ITA359Y0,Modern Italian Culture
  ITA360H1,Italian Linguistics
  ITA363H1,Italian Sociolinguistics
  ITA364H1,Italian and Social Media 
  ITA367H1,Topics in Italian Linguistics
  ITA370H1,Power and Success in the Renaissance
  ITA378H1,Topics in Italian Studies
  ITA379H1,Topics in Italian Studies
  ITA380H1,The Prose of the World: The Modern Italian Novel and the Realist Tradition
  ITA390H1,The Commedia dell'Arte
  ITA395Y0,Special Topics in Italian Studies
  ITA398H0,Research Excursions
  ITA398Y0,Research Excursions
  ITA399Y1,Research Opportunity Program
  ITA400H1,Machiavelli
  ITA410H1,Masterpieces of Modern Drama
  ITA420H1,Spinning a Tale: The Italian Short Story from Boccaccio to Basile
  ITA421H1,Spinning a Tale: The Italian Short Story after 1800
  ITA425H1,Special Topics in Italian Studies
  ITA426H1,Special Topics in Italian Studies
  ITA427H1,Special Topics in Italian Linguistics
  ITA431H1,History of Italian Language I-from Middle ages to Cinquecento
  ITA432H1,History of Italian Language II- from Cinquecento to Contemporary
  ITA433H1,Italian Language and Italian Dialects in Toronto
  ITA441H1,Italian Cinematic Adaptation
  ITA445H1,Literature of the Italian Diasporas
  ITA450H1,Advanced Italian
  ITA453H1,At the Movies: History and Practice of Italian Film Criticism
  ITA455H1,Women Writers in Italy
  ITA460Y1,Internship in Italian
  ITA489H1,Independent Studies
  ITA490Y1,Independent Studies
  ITA495H1,Directed Research
  ITA496H1,Research Methods
  JAH391H1,Topics in Anthropology and History
  JAH391Y0,Topics in Anthropology and History
  JAL328H1,Writing Systems
  JAL355H1,Language and Gender
  JAL401H1,Field Linguistics
  JAR301H1,Plagues and Peoples: From Divine Intervention to Public Health
  JAV120H1,Visual Concepts
  JAV130H1,Visual Strategies
  JAV200H1,Introduction to Critical Theory
  JCA302H1,The Bible and the Big Bang
  JCC250H1,Computing for Science 
  JCI250H1,Italian Canadian Communities
  JCI350H1,Italian Canadian Culture and Identity
  JEG100H1,Introduction to Physical Geography and Earth Science
  JEH455H1,Current Issues in Environment and Health
  JFG388H1,"Bilingualism, Multilingualism, and Second Language Acquisition"
  JFP450H1,Indigenous Issues in Health and Healing
  JGA305H1,Environmental and Archaeological Geophysics
  JGE321H1,Multicultural Perspectives on Environmental Management
  JGE331H1,Resource and Environmental Theory
  JGJ360H1,Holocaust in Literature (E)
  JGU216H1,Globalization and Urban Change
  JGU346H1,The Urban Planning Process
  JGU454H1,The Role of the Planner: Making a Difference
  JHA384H1,"Japan in the World, Mid-16th to Mid-20th century"
  JHA394H1,The Asia Pacific War
  JHA410H1,Clinical Neuroimaging
  JHE353H1,History of Evolutionary Biology
  JHE355H1,History and Philosophy of Evolutionary Biology
  JHN323H1,Indigeneity in the Caribbean
  JHP304Y1,"Ukraine: Politics, Economy and Society"
  JIA400H1,Interdisciplinary Practice for the Arts
  JIG322H1,"Indigenous Worlds, Worldviews and the Environment"
  JIG440H1,Indigenous Geographies
  JLN327H1,Culture and Modernity in the Hispanic Caribbean
  JLN427H1,Advanced Topics: The Hispanic Caribbean
  JLP315H1,Language Acquisition
  JLP374H1,Psychology of Language
  JLP471H1,Advanced Psycholinguistics
  JLS472H1,Child Language Disorders
  JLS473H1,Adult Speech and Language Disorders
  JLS475H1,Literacy and Reading Disorders
  JLS476H1,Linguistics in the Workforce: Clinical Practice and Research
  JMB170Y1,"Biology, Models, and Mathematics"
  JNH350H1,AIDS : Challenges and Successes
  JNR301H1,The History of Buddhist Meditation
  JNS450H1,Sexuality & Disability
  JPA331H1,Rise of China as a Global Power
  JPA376Y0,Transforming Global Politics: Comparative and Chinese Perspectives
  JPA453H1,Authoritarianism in Comparative Perspective
  JPE395H1,Physics of the Earth
  JPE493H1,Seismology
  JPF455H1,Conceptualizing Cities in a Global Context
  JPF456H1,Global Cities – Core Issues and Challenges
  JPH311H1,From Universal Gravity to Quantum Information: The Making of Modern Physics
  JPH441H1,Physical Science in Contemporary Society
  JPI201H1,Indigenous Politics in Canada 
  JPM300H1,Research Readiness and Advancing Biomedical Discoveries
  JPM400Y1,Biomedical Incubator Capstone Project
  JPR364H1,Religion and Politics in the Nation State
  JPR365H1,Global Religion and Politics 
  JPR374H1,Religion and Power in the Postcolony
  JPR419H1,Secularism and Religion
  JPR458H1,"Postsecular Political Thought: Religion, Radicalism and the Limits of Liberalism"
  JPR459H1,Fanaticism: A Political History
  JPS315H1,Sexual Diversity Politics 
  JPS378H1,Sex and the State 
  JQR360H1,"The Canadian Census: Populations, Migrations and Demographics"
  JRA401H1,Topics in Comparative Politics V
  JRA402H1,Topics in Comparative Politics VI
  JSC270H1,Data Science I
  JSC301H1,Principles and Practices in Science Education
  JSC370H1,Data Science II
  JSC470H1,Data Science III
  JSH300H1,Literature and History in Russia
  JSR312H1,Queer Religion and Religiosities
  JSU237H1,"Introduction to HIV/AIDS: Health, Sexuality and Gender"
  JSU325H1,Queerly Canadian
  JUG320H1,The Canadian Wilderness
  JUG325H1,Landscapes of Violence in Canada
  JUM202H1,Mathematics as an Interdisciplinary Pursuit
  JUM203H1,Mathematics as a Recreation
  JUM205H1,Mathematical Personalities
  JWE206H1,Writing English Essays
  LAS200H1,Introduction to Latin American Studies I: Foundational Themes
  LAS201H1,Introduction to Latin American Studies II: Current Issues
  LAS300H1,Topics in the Social Sciences
  LAS301H1,Topics in the Humanities
  LAS302H1,Topics in Latin American Studies
  LAS310H1,The Postcolonial Imaginary in Latin America
  LAS320H1,Latin American Thought
  LAS348H1,The Renaissance Mexico City
  LAS350H1,Indigenous Realities in Latin America
  LAS370H1,Critical Perspectives of Development in Latin American Contexts
  LAS400H1,Topics in Latin American Studies
  LAS401H1,Latinos in Canada
  LAS410H1,Independent Study
  LAS411Y1,Independent Study
  LAT101H1,Introductory Latin I
  LAT102H1,Introductory Latin II
  LAT201H1,Intermediate Latin I
  LAT202H1,Intermediate Latin II
  LAT340H1,Latin Novelists I
  LAT341H1,Latin Historians I
  LAT342H1,Latin Orators I
  LAT343H1,Latin Prose Authors I
  LAT350H1,Latin Epic I
  LAT351H1,Latin Drama I
  LAT352H1,Latin Satire I
  LAT353H1,Latin Verse Authors I
  LAT428H1,Independent Studies
  LAT429H1,Independent Studies
  LAT430H1,Advanced Latin Language Study
  LAT440H1,Latin Novelists II
  LAT441H1,Latin Historians II
  LAT442H1,Latin Orators II
  LAT443H1,Latin Prose Authors II
  LAT450H1,Latin Epic II
  LAT451H1,Latin Drama II
  LAT452H1,Latin Satire II
  LAT453H1,Latin Verse Authors II
  LCT202Y1,Forms of Representation
  LCT203H1,Empires I
  LCT204H1,Canons and Canonicity
  LCT205H1,Empires II
  LCT300Y0,Special Topics in Literature and Critical Theory
  LCT301H1,Critical Writing Seminar
  LCT302H1,Pasts and Futures
  LCT303H1,Memory and Trauma
  LCT304H1,Praxis and Performance
  LCT305H1,Institutions and Power
  LCT306H1,Culture and Media
  LCT307H1,Periodization and Cultural History
  LCT308H1,Identities
  LCT401H1,Seminar in Comparative Literature
  LCT401Y1,Seminar in Comparative Literature
  LCT402H1,Translation and Comparativity
  LCT403H1,Advanced Topics in Literature and Critical Theory
  LCT494H1,LCT Senior Research Paper
  LCT494Y1,LCT Senior Research Paper
  LIN101H1,Introduction to Linguistics: Sound Structure
  LIN102H1,Introduction to Linguistics: Sentence Structure and Meaning
  LIN192H1,Sustaining Indigenous Languages
  LIN194H1,The Science Behind Our Accents
  LIN195H1,Babel: Language in the Mind of Speakers
  LIN196H1,Language and Communication
  LIN197H1,Language and Social Justice
  LIN198H1,Language Diversity
  LIN199H1,Exploring Heritage Languages
  LIN200H1,Introduction to Language
  LIN201H1,Canadian English
  LIN202H1,Introduction to Indigenous Languages of the Americas
  LIN203H1,English Words
  LIN204H1,English Grammar
  LIN211H1,American Sign Language 1
  LIN228H1,Phonetics
  LIN229H1,Sound Patterns in Language
  LIN232H1,Syntactic Patterns in Language
  LIN241H1,Introduction to Semantics
  LIN251H1,Introduction to Sociolinguistics
  LIN299Y1,Research Opportunity Program
  LIN302H1,South American Indigenous Languages
  LIN303H1,Central American Indigenous Languages
  LIN305H1,Quantitative Methods in Linguistics
  LIN306H1,Language Diversity and Language Universals
  LIN322H1,Phonological Theory
  LIN323H1,Acoustic Phonetics
  LIN331H1,Syntactic Theory
  LIN333H1,Morphological Patterns in Language
  LIN341H1,Semantic Theory
  LIN351H1,Sociolinguistic Patterns in Language
  LIN362H1,Historical Linguistics
  LIN398H0,Research Excursions
  LIN398Y0,Research Excursions
  LIN399Y1,Research Opportunity Program
  LIN402H1,Linguistic Typology and Constructed Languages
  LIN405H1,Advanced Quantitative Methods in Linguistics
  LIN409H1,Structure of a Specific Language
  LIN423H1,Phonetic Analysis
  LIN429H1,Research in Phonology
  LIN432H1,Advanced Morphology
  LIN439H1,Research in Syntax
  LIN441H1,Advanced Semantics and Pragmatics
  LIN451H1,Urban Dialectology
  LIN456H1,Language Variation and Change: Theory and Analysis
  LIN458H1,Revitalizing Languages
  LIN481H1,Introduction to Analysis and Argumentation
  LIN490H1,Special Topics in Linguistics
  LIN495Y1,Individual Project
  LIN496H1,Individual Project
  LIN497Y1,Individual Project
  LIN498H1,Individual Project
  LIN499H1,Individual Project
  LMP200H1,Pathobiology of the Cell 
  LMP299Y1,Research Opportunity Program
  LMP301H1,Introduction to the Biochemistry of Human Disease
  LMP305Y1,Pathobiology Research Analysis and Project
  LMP310H1,Fundamentals of Pathobiology 
  LMP320H1,Pathobiology of Stem Cells  
  LMP330H1,Genetic and Computational Modeling in Human Development and Disease 
  LMP340H1,Introduction to Pathobiology I
  LMP350H1,Introduction to Pathobiology II
  LMP363H1,Principles of Pathobiology
  LMP365H1,Neoplasia
  LMP399Y1,Research Opportunity Program
  LMP402H1,Inflammation and Infection
  LMP405Y1,Project in Pathobiology
  LMP406H1,Pathobiology of the Cardiovascular System
  LMP408H1,Genetic Modelling of Human Development and Disease
  LMP410H1,Pathobiology of Neurodegenerative Disease
  LMP415H1,Forensic Pathobiology
  LMP420H1,Cancer Pathogenesis 
  LMP430H1,Metabolic Disorders 
  LMP436H1,Microbial Pathogenesis
  LMP440H1,Mechanisms in Host-Microbe Interactions
  LMP450H1,Organogenesis in Health and Disease 
  LMP460H1,Pathobiology of the Cardiovascular System
  MAT133Y1,Calculus and Linear Algebra for Commerce
  MAT135H1,Calculus I
  MAT136H1,Calculus II
  MAT137Y1,Calculus with Proofs
  MAT138H1,Introduction to Proofs
  MAT157Y1,Analysis I
  MAT192H1,Liberating Mathematics 
  MAT193H1,Women’s Mathematics
  MAT198H1,Cryptology: The Mathematics of Secrecy and Security
  MAT199H1,Aha! Mathematical Discovery and Creative Problem Solving
  MAT221H1,Applied Linear Algebra
  MAT223H1,Linear Algebra I
  MAT224H1,Linear Algebra II
  MAT235Y1,Multivariable Calculus
  MAT237Y1,Multivariable Calculus with Proofs
  MAT240H1,Algebra I
  MAT244H1,Introduction to Ordinary Differential Equations
  MAT245H1,Mathematical Methods in Data Science
  MAT246H1,Concepts in Abstract Mathematics
  MAT247H1,Algebra II
  MAT257Y1,Analysis II
  MAT267H1,Advanced Ordinary Differential Equations
  MAT271H1,Insights from Mathematics
  MAT282H1,Topics in Mathematics
  MAT295H1,Independent Reading in Mathematics
  MAT296H1,Independent Reading in Mathematics
  MAT297Y1,Research Project in Mathematics
  MAT299Y1,Research Opportunity Program
  MAT301H1,Groups and Symmetries
  MAT309H1,Introduction to Mathematical Logic
  MAT315H1,Introduction to Number Theory
  MAT327H1,Introduction to Topology
  MAT329Y1,Concepts in Elementary Mathematics
  MAT332H1,Introduction to Graph Theory
  MAT334H1,Complex Variables
  MAT335H1,"Chaos, Fractals and Dynamics"
  MAT336H1,Elements of Analysis
  MAT337H1,Introduction to Real Analysis
  MAT344H1,Introduction to Combinatorics
  MAT347Y1,"Groups, Rings and Fields"
  MAT351Y1,Partial Differential Equations
  MAT354H1,Complex Analysis I
  MAT357H1,Foundations of Real Analysis
  MAT363H1,Geometry of Curves and Surfaces
  MAT367H1,Differential Geometry
  MAT377H1,Mathematical Probability 
  MAT382H1,Topics in Mathematics
  MAT390H1,History of Mathematics up to 1700
  MAT391H1,History of Mathematics after 1700
  MAT395H1,Independent Reading in Mathematics
  MAT396H1,Independent Reading in Mathematics
  MAT397Y1,Research Project in Mathematics
  MAT398H0,Research Excursions
  MAT398Y0,Research Excursions
  MAT399Y1,Research Opportunity Program
  MAT401H1,Polynomial Equations and Fields
  MAT402H1,Classical Geometries
  MAT409H1,Set Theory
  MAT415H1,Algebraic Number Theory
  MAT417H1,Analytic Number Theory
  MAT425H1,Differential Topology
  MAT436H1,Introduction to Linear Operators
  MAT437H1,K-Theory and C* Algebras
  MAT445H1,Representation Theory
  MAT448H1,Introduction to Commutative Algebra and Algebraic Geometry
  MAT449H1,Algebraic Curves
  MAT454H1,Complex Analysis II
  MAT457H1,Advanced Real Analysis I
  MAT458H1,Advanced Real Analysis II
  MAT464H1,Riemannian Geometry
  MAT475H1,Problem Solving Seminar
  MAT477H1,Seminar in Mathematics
  MAT478H1,Seminar in Mathematics
  MAT482H1,Topics in Mathematics
  MAT483H1,Topics in Mathematics
  MAT495H1,Independent Reading in Mathematics
  MAT496H1,Independent Reading in Mathematics
  MAT497Y1,Research Project in Mathematics
  MAT499Y1,Readings in Mathematics
  MCS223H1,"Signs, Meanings, and Culture"
  MCS224H1,Approaches to Material Culture
  MCS224Y1,Approaches to Material Culture
  MCS225Y1,A History of the World in Objects and Signs
  MCS320H1,Semiotics of Visual Art
  MCS322H1,Topics in Semiotics
  MCS323H1,Theories of the Sign
  MCS325H1,Media Semiotics
  MCS326H1,The Material Culture of Food
  MCS327H1,Digital Material Culture
  MCS328H1,Materializing Cultural Identities
  MCS329H1,Internship in Material Culture
  MCS329Y1,Internship in Material Culture
  MCS330H1,Topics in Material Culture
  MCS373H1,Materialities of Music 
  MCS429H1,"Advanced Topics in Material Culture, Information Systems and Meaning-Making"
  MCS444H1,Themes in Material Culture
  MGR100H1,Introductory Modern Greek
  MGR101H1,Elementary Modern Greek
  MGR245Y1,Intermediate Modern Greek
  MGR300H1,Advanced Modern Greek I
  MGR301H1,Advanced Modern Greek II
  MGT100H1,Fundamentals of Management
  MGT201H1,Fundamentals of Financial Accounting
  MGT230H1,Introduction to Financial Markets
  MGT250H1,Fundamentals of Marketing
  MGT295Y0,Special Topics
  MGT296Y0,Special Topics
  MGT297Y0,Special Topics
  MGT301H1,Independent Study
  MGT302H1,Independent Study
  MGT303Y1,Independent Study
  MGT395Y0,Special Topics
  MGT396Y0,Special Topics
  MGT397Y0,Special Topics
  MGT401H1,Independent Study Course
  MGT402H1,Independent Study Course
  MGT403Y1,Independent Study Course
  MGY200H1,An Introduction to Molecular Genetics and Microbiology
  MGY250H1,Introduction to Medical Genetics
  MGY277H1,Introduction to Medical Microbiology
  MGY280H1,Second Year Specialist Research
  MGY299Y1,Research Opportunity Program
  MGY311Y1,Molecular Biology
  MGY314H1,Principles of Genetic Analysis I
  MGY315H1,Principles of Genetic Analysis II
  MGY340H1,Molecular Genetics
  MGY350H1,Model Organisms to Disease
  MGY360H1,Whole-Genome Sequencing and Analysis Laboratory
  MGY377H1,Microbiology I: Bacteria
  MGY378H1,Microbiology II: Viruses
  MGY380H1,Microbiology Laboratory I: Bacteria
  MGY381H1,Microbiology Laboratory II: Viruses
  MGY399Y1,Research Opportunity Program
  MGY420H1,Regulation of Gene Expression
  MGY425H1,Signal Transduction and Cell Cycle Regulation
  MGY428H1,Functional Genomics
  MGY440H1,Virus-Host Interactions
  MGY460H1,Genetic Analysis of Development
  MGY470H1,Human and Molecular Genetics
  MGY480Y1,Special Research Project
  MGY481H1,Independent Research Project
  MGY482H1,Independent Research Project
  MHB155H1,Elementary Modern Hebrew I
  MHB156H1,Elementary Modern Hebrew II
  MHB255H1,Intermediate Modern Hebrew I
  MHB256H1,Intermediate Modern Hebrew II
  MHB355H1,Advanced Modern Hebrew I
  MHB356H1,Advanced Modern Hebrew II
  MIJ485H1,Vaccines and Immunity
  MSE120H1,"Materials Engineering, Processing and Application"
  MSE218H1,Phase Transformations
  MSE219H1,Structure and Characterization of Materials
  MSE316H1,Mechanical Behaviour of Materials
  MSE335H1,Materials Physics
  MSE342H1,Nanomaterials
  MSE343H1,Biomaterials
  MSE351H1,Design and Sim of Materials Processes
  MSE430H1,Electronic Materials
  MSE440H1,BIomaterial Processing and Properties
  MSE451H1,Advanced Physical Properties of Structural Nanomaterials
  MSE459H1,Synthesis of Nanostructured Materials
  MSE461H1,Engineered Ceramics
  MSE498Y1,Capstone Project: Design of Materials Processes
  MST201H1,Getting Medieval: Myths and Monsters
  MST202H1,Getting Medieval: Place and Space
  MST210H1,The Early Mediaeval Tradition
  MST211H1,The Middle Ages and the Movies
  MST212H1,The Later Mediaeval Tradition
  MST213H1,Dante and the Christian Imagination
  MST222H1,Mediaeval Latin Literature
  MST226H1,King Arthur
  MST230H1,"The Middle Ages in Modern Life: Games, Television, and the Popular Imagination"
  MST231H1,On the Move in Mediaeval Eurasia
  MST232H1,"How to Be a Barbarian: Beard, Battles and Belief at the Dawn of the Middle Ages"
  MST233H1,Viking Cultures
  MST234H1,Women's Lives in Mediaeval Europe
  MST242H1,Mediaeval Mythologies and Methodologies
  MST300H1,Alexander the Great in the Middle Ages
  MST301H1,Special Topics in Mediaeval Studies
  MST323H1,Mediaeval Latin Prose
  MST324H1,The Study of the Bible in the Middle Ages
  MST326H1,Mediaeval Music: thought and practice
  MST328H1,Mediaeval Latin Poetry
  MST340H1,Mediaeval Genders and Sexualities
  MST341H1,Middle Ages by the Numbers
  MST358H1,The Mediaeval Book
  MST359H1,Mediaeval Theology
  MST361H1,Mediaeval Law
  MST399Y1,Research Opportunity Program
  MST400Y1,Languages and Methods for Medieval Studies
  MST401H1,Advanced Topics in Mediaeval Studies
  MST404H1,Languages in Medieval Studies: Palaeography I
  MST405H1,Languages in Medieval Studies: Palaeography II
  MST406H1,Mediaeval Seminar II
  MST407Y1,Mediaeval Seminar I
  MST410H1,Languages for Medieval Studies: Old Norse
  MST435H1,Independent Studies in Mediaeval Studies
  MST436H1,Advanced Latin Seminar
  MST442H1,Mediaeval Skills and Methodologies
  MST490Y1,Senior Essay in Mediaeval Studies
  MUN101H1,Global Innovation I: Issues and Perspectives
  MUN102H1,Global Innovation II: Challenges and Solutions
  MUN105Y1,Global Problem-Solving: Laboratory Opportunities
  MUS110H1,Introduction to Music History and Culture
  MUS111H1,Historical Survey of Western Music
  MUS120Y1,Vocal and Instrumental Ensembles I
  MUS200H1,Music of the World's Peoples
  MUS202H1,Beethoven
  MUS204H1,The Age of Bach & Handel
  MUS206H1,The World of Opera
  MUS207H1,Music for Orchestra
  MUS209H1,Performing Arts of South Asia
  MUS210H1,Music in Film
  MUS211H1,The World of Popular Music
  MUS212H1,"Music, Sound & Power in the Middle East"
  MUS215H1,Performing Arts of East Asia
  MUS220Y1,Vocal and Instrumental Ensembles II
  MUS225H1,Music: Islamic World
  MUS230H1,Music of the 1960s
  MUS235H1,Survivors' Music
  MUS240H1,Heavy Music
  MUS300H1,"Music, Media and Technology"
  MUS301H1,African Popular Music
  MUS302H1,Symphony
  MUS303H1,Music in the Contemporary World
  MUS305H1,Latin American and Caribbean Music
  MUS306H1,Popular Music in North America
  MUS308H1,Handel
  MUS315H1,North American Vernacular Music
  MUS321H1,The Beatles
  MUS325H1,The Age of Haydn & Mozart
  MUS330H1,"Music, Violence, and War"
  MUS335H1,A Social History of the Piano
  MUS340H1,20th Century Music for Theatre
  MUS408H1,Wagner
  NEW101H1,The Everyday Politics of Food
  NEW102H1,Exploring Multilingual Toronto
  NEW103H1,Digital Technology and Society
  NEW104H1,"Creating Community: Art, Identity and Belonging"
  NEW105H1,Current Issues Without Borders I
  NEW106H1,"Science, Health and Social Justice"
  NEW111H1,"Food, Ethics and Sustainability"
  NEW112H1,Language Freedom and Power
  NEW113H1,Unpacking Digital Technology
  NEW114H1,Art for Social Change
  NEW115H1,Current Issues Without Borders II
  NEW116H1,Science and Global Threats
  NEW197H1,Public Intellectual Activism:  Theory and Practice
  NEW198H1,Myths of French Sensuality
  NEW199H1,We Are What We Eat: The Example of French Cuisine
  NEW271H1,Interdisciplinary Special Topics
  NEW299Y1,Research Opportunity Program
  NEW302Y1,"C.G. Jung: Stories, Patterns, Symbols"
  NEW303H1,Hypotheses of the Unconscious
  NEW370Y1,Interdisciplinary Special Topics
  NEW371H0,International Field Course
  NEW372H1,Interdisciplinary Special Topics
  NEW390Y1,New College Independent Studies
  NEW391H1,New College Independent Studies
  NEW398Y0,Research Excursion
  NEW402Y1,Advanced Special Topics in Jungian Theory
  NEW403H1,Advanced Special Topics in Jungian Theory
  NEW471H1,Interdisciplinary Special Topics
  NEW490Y1,New College Independent Studies
  NEW491H1,New College Independent Studies
  NEW495Y1,Community Engaged Learning: Critical and Creative Perspectives on the Non-Profit Sector
  NEW496H1,Community Engaged Learning: Critical and Creative Perspectives on the Non-Profit Sector
  NEW497Y1,Critical and Creative Perspectives on Community Based Research (CBR): An Advanced Seminar
  NEW498H1,Critical and Creative Perspectives on Community Based Research (CBR): An Advanced Seminar
  NFS284H1,Basic Human Nutrition
  NFS301H1,Nutrition Literacy: Sorting Science from Snake Oil
  NFS302H1,"Nutrition, Athletics, Performance and Behaviour"
  NFS382H1,Vitamin and Mineral Metabolism Throughout the Life Cycle
  NFS386H1,Food Chemistry
  NFS394Y1,Research Course in Nutritional Science
  NFS400H1,Functional Foods and Nutraceuticals in Human Nutrition
  NFS484H1,Advanced Nutrition
  NFS485H1,"Diet, Microbiome & Health"
  NFS486H1,Obesity: Metabolic and Clinical Aspects
  NFS487H1,Nutrigenomics and Personalized Nutrition
