Course Code,Course Name
  CLA402H1,Advanced Seminar in Greek Civilization
  CLA403H1,Advanced Seminar in Roman Civilization
  CLT141Y1,Introduction to the Irish Language
  CLT240H1,The Celts in the Ancient and Medieval World
  CLT241H1,The Celts in the Modern World
  CLT242Y1,An Introduction to Scottish Gaelic
  CLT243Y1,Modern Welsh
  CLT250H1,Celtic Mythology
  CLT251H1,Intermediate Irish Language I
  CLT252H1,Intermediate Irish Language II
  CLT331H1,Advanced Irish Language I
  CLT332H1,Advanced Irish Language II
  CLT333H1,Special Topics in Celtic Studies I
  CLT334H1,Special Topics in Celtic Studies II
  CLT335Y1,Special Topics in Celtic Studies III
  CLT337H1,Early Celtic History 450-1000
  CLT338H1,The Celtic Nations in the Later Middle Ages 1000-1550
  CLT341H1,Global Irish Diaspora
  CLT342Y1,"Literature of Three Nations: Ireland, Scotland and Wales"
  CLT343H1,Mediaeval Celtic Narratives
  CLT344Y1,Celtic Archaeology
  CLT345H1,Writing Ireland
  CLT346H1,Celtic Folklore
  CLT347H1,Traditional Music in Ireland and Scotland
  CLT348H1,Early Modern Ireland
  CLT350H1,Celtic Spirituality
  CLT351H1,The Blasket Island Writings
  CLT355H1,Contemporary Celtic Cinema
  CLT356H1,The Continental Celts
  CLT373H1,Medieval Celtic Poetry
  CLT374H1,The Celtic Book
  CLT375H1,The Contemporary Irish Novel
  CLT376H1,Irish Canadian Literature
  CLT377H1,The Celts in Cape Breton
  CLT378H1,Ireland Since the Famine
  CLT395Y1,Independent Study in Celtic Studies
  CLT396H1,Independent Study in Celtic Studies
  CLT411H1,Advanced Topics in Celtic Studies I
  CLT412H1,Advanced Topics in Celtic Studies II
  CLT413H1,The Irish in Canada
  CLT416H1,Irish Nationalism in Canada
  CLT440H1,Middle Welsh
  CLT441H1,Introduction to Old Irish
  CLT444H1,The Great Irish Famine in an International Context
  CLT445H1,Directed Research in Middle Welsh
  CLT451Y1,Senior Essay in Celtic Studies
  COG250Y1,Introduction to Cognitive Science
  COG260H1,"Data, Computation, and the Mind"
  COG341H1,"Issues in Cognitive Science I: Attention, Perception, and Consciousness"
  COG342H1,"Issues in Cognitive Science II: Concepts, Theories of Mind, and Cognitive Evolution"
  COG343H1,Issues in Cognitive Science III: Computational Cognition
  COG344H1,Issues in Cognitive Science IV: Language and Communication
  COG345H1,Issues in Cognitive Science V: Cognitive Science and Society
  COG401H1,Seminar in Cognitive Science
  COG402H1,Seminar in Cognitive Science
  COG403H1,Seminar in Cognitive Science
  COG404H1,Seminar in Cognitive Science
  COG415H1,Cognitive Science in Practice
  COG498H1,Independent Study
  COG499H1,Individual Study in Cognitive Science
  CRE209H1,How Stories Work
  CRE210H1,Holography for 3D Visualization
  CRE235H1,Innovation in Society
  CRE247H1,Creativity in the Sciences 
  CRE270H1,Listening: A Critical History
  CRE271H1,Reading the Wild
  CRE273H1,The Body: An Exercise
  CRE275H1,Creative Writing: Short Fiction
  CRE276H1,Writing for the Stage and Screen
  CRE279H1,Creative Non-Fiction
  CRE280H1,Creative Writing: Poetry
  CRE281H1,"Popular Music, Technology, and the Human"
  CRE282H1,Emerging Genres in Creative Writing
  CRE335H1,Ethical Enterprise and Critical Reflection
  CRE350Y1,Creative Writing
  CRE352Y1,"Love, Sex and Death in Short Fiction"
  CRE370H1,Music and the Imagination
  CRE371H1,Documenting Reality
  CRE372H1,"Reviewing, Reception, and Reading Communities"
  CRE374H1,Cultural Encounters: Identity and Transformation in the Arts
  CRE470H1,Soundscapes
  CRE479H1,Fiction: A Master Class
  CRE479Y1,The Novel: A Master Class
  CRE480H1,Poetry: A Master Class
  CRI205H1,Introduction to Criminology 
  CRI210H1,Criminal Justice 
  CRI215H1,Introduction to Sociolegal Studies 
  CRI225H1,Criminal Law
  CRI299Y1,Research Opportunity Program
  CRI300H1,Theories of Criminal Justice 
  CRI322H1,Inequality and Criminal Justice
  CRI335H1,Policing  
  CRI340H1,Punishment: Theory and Practice
  CRI343H1,Comparative Criminal Justice
  CRI345H1,History of Criminal Justice
  CRI350H1,Understanding Criminological Research 
  CRI364H1,Indigenous Peoples & Criminal Justice
  CRI365H1,Crime and Mind
  CRI370H1,Youth Justice
  CRI380H1,"Crime, Gender and Sex "
  CRI383H1,"Immigration, Ethnicity and Crime"
  CRI385H1,Representing Crime and Authority 
  CRI386H1,Origins of Criminal Justice
  CRI389Y0,Topics in Criminology and Sociolegal Studies Abroad 
  CRI390H1,Topics in Criminology and Sociolegal Studies
  CRI391H1,Topics in Criminology and Sociolegal Studies
  CRI392H1,Topics in Criminology and Sociolegal Studies
  CRI393H1,Topics in Criminology and Sociolegal Studies
  CRI394H1,Topics in Criminology and Sociolegal Studies
  CRI395H1,Independent Study 
  CRI396H1,Research Participation 
  CRI399Y1,Research Opportunity Program
  CRI415H1,Politics and Crime 
  CRI420H1,Current Issues in Criminal Law
  CRI422H1,Indigenous Law
  CRI425H1,The Prosecution Process 
  CRI427H1,Organized Crime and Corruption
  CRI428H1,Neighbourhoods and Crime 
  CRI429H1,"Youth Culture, Racialization and Crime in the Global Context "
  CRI431H1,"Mental Health, Morality & Legal Controls "
  CRI435H1,Advanced Seminar in Policing 
  CRI445H1,International Criminal Law 
  CRI450H1,Advanced Research/Reading 
  CRI480H1,Interpersonal Violence 
  CRI487H1,"Law, Space, and the City "
  CRI490H1,Advanced Topics in Criminology and Sociolegal Studies
  CRI491H1,Advanced Topics in Criminology and Sociolegal Studies
  CRI498H1,Intensive Course
  CSB196H1,"Genes, Genomes and Us"
  CSB197H1,Human Viruses
  CSB198H1,Cell and Molecular Biology in the News
  CSB199H1,Biotechnology and Society
  CSB201H1,"Molecular Biology, Biotechnology and You"
  CSB202H1,Further Exploration in Biotechnology
  CSB299Y1,Research Opportunity Program
  CSB325H1,Endocrine Physiology
  CSB327H1,Extracellular Matrix Dynamics and Associated Pathologies
  CSB328H1,Animal Developmental Biology
  CSB329H1,Stem Cell Biology: Developmental Models and Cell-based Therapeutics
  CSB330H1,Techniques in Molecular and Cell Biology
  CSB331H1,Advanced Cell Biology
  CSB340H1,Plant Development
  CSB343H1,Animal Energetics
  CSB346H1,Neurobiology of Respiration
  CSB348H1,Laboratory in Comparative Animal Physiology
  CSB349H1,Eukaryotic Gene Expression
  CSB350H1,Laboratory in Molecular Plant Biology
  CSB351Y1,Introductory Virology
  CSB352H1,Bioinformatic Methods
  CSB353H1,Plant-Microorganism Interactions and Plant Immunity
  CSB397Y0,Research Abroad in Cell & Systems Biology
  CSB398Y0,Research Excursions
  CSB399Y1,Research Opportunity Program
  CSB426H1,Physiology of Stress and Reproduction
  CSB427H1,Drosophila as a Model in Cancer Research
  CSB428H1,Cytoskeletal Networks of the Cell
  CSB429H1,Germ Cell Biology
  CSB430H1,Neurogenesis
  CSB431H1,Evolution and Development: Gastrulation
  CSB432H1,Advanced Topics in Cellular Neurophysiology
  CSB435H1,Regulatory Networks and Systems in Molecular Biology
  CSB445H1,Topics in Sleep Research
  CSB447H1,Living Without Oxygen: Microbes to Mammals
  CSB450H1,Proteomics in Systems Biology
  CSB451H1,Seminar in Plant Cell Biology
  CSB452H1,"Molecular Interactions Between Plants, Microorganisms and Parasitic Plants"
  CSB454H1,Pathogenic Effector Biology
  CSB457H1,Post-transcriptional Gene Regulation
  CSB458H1,Epigenetics
  CSB459H1,Plant Molecular Biology and Biotechnology
  CSB460H1,Plant Signal Transduction
  CSB471H1,Foundational Discoveries in Genome Biology and Bioinformatics
  CSB472H1,Computational Genomics and Bioinformatics
  CSB473H1,Chemical Genomics
  CSB474H1,Methods in Genomics and Proteomics
  CSB475H1,Plant Metabolomics
  CSB483H1,Seminar in Development
  CSB490H1,Team-Based Learning: Current Topics in Cell and Molecular Biology
  CSB491H1,Team-Based Research: Research in Cell and Molecular Biology
  CSB492H1,Advanced Topics in Cell and Systems Biology
  CSB497H1,Independent Research in Cell and Systems Biology I
  CSB498Y1,Independent Research in Cell and Systems Biology I
  CSB499Y1,Independent Research in Cell and Systems Biology II
  CSC104H1,Computational Thinking
  CSC108H1,Introduction to Computer Programming
  CSC110Y1,Foundations of Computer Science I
  CSC111H1,Foundations of Computer Science II
  CSC120H1,Computer Science for the Sciences
  CSC148H1,Introduction to Computer Science
  CSC165H1,Mathematical Expression and Reasoning for Computer Science
  CSC196H1,Great Ideas in Computing
  CSC197H1,"What, Who, How: Privacy in the Age of Big Data Collection"
  CSC199H1,"Intelligence, Artificial and Human"
  CSC207H1,Software Design
  CSC209H1,Software Tools and Systems Programming
  CSC236H1,Introduction to the Theory of Computation
  CSC240H1,Enriched Introduction to the Theory of Computation
  CSC258H1,Computer Organization
  CSC263H1,Data Structures and Analysis
  CSC265H1,Enriched Data Structures and Analysis
  CSC299H1,Research Opportunity Program
  CSC299Y1,Research Opportunity Program
  CSC300H1,Computers and Society
  CSC301H1,Introduction to Software Engineering
  CSC302H1,Engineering Large Software Systems
  CSC303H1,Social and Information Networks
  CSC304H1,Algorithmic Game Theory and Mechanism Design
  CSC309H1,Programming on the Web
  CSC311H1,Introduction to Machine Learning
  CSC317H1,Computer Graphics
  CSC318H1,The Design of Interactive Computational Media
  CSC320H1,Introduction to Visual Computing
  CSC324H1,Principles of Programming Languages
  CSC336H1,Numerical Methods
  CSC343H1,Introduction to Databases
  CSC367H1,Parallel Programming
  CSC369H1,Operating Systems
  CSC373H1,"Algorithm Design, Analysis & Complexity"
  CSC384H1,Introduction to Artificial Intelligence
  CSC385H1,Microprocessor Systems
  CSC396Y0,Designing Systems for Real World Problems
  CSC398H0,Research Excursions
  CSC398Y0,Research Excursions
  CSC399H1,Research Opportunity Program
  CSC399Y1,Research Opportunity Program
  CSC401H1,Natural Language Computing
  CSC404H1,Introduction to Video Game Design
  CSC410H1,Software Testing and Verification
  CSC412H1,Probabilistic Learning and Reasoning
  CSC413H1,Neural Networks and Deep Learning
  CSC417H1,Physics-Based Animation
  CSC419H1,Geometry Processing
  CSC420H1,Introduction to Image Understanding
  CSC428H1,Human-Computer Interaction
  CSC436H1,Numerical Algorithms
  CSC438H1,Computability and Logic
  CSC443H1,Database System Technology
  CSC446H1,Computational Methods for Partial Differential Equations
  CSC448H1,Formal Languages and Automata
  CSC454H1,The Business of Software
  CSC456H1,High-Performance Scientific Computing
  CSC457H1,Principles of Computer Networks
  CSC458H1,Computer Networking Systems
  CSC463H1,Computational Complexity and Computability
  CSC465H1,Formal Methods in Software Design
  CSC466H1,Numerical Methods for Optimization Problems
  CSC469H1,Operating Systems Design and Implementation
  CSC473H1,Advanced Algorithm Design
  CSC485H1,Computational Linguistics
  CSC486H1,Knowledge Representation and Reasoning
  CSC488H1,Compilers and Interpreters
  CSC490H1,Capstone Design Project
  CSC491H1,Capstone Design Project
  CSC494H1,Computer Science Project
  CSC494Y1,Computer Science Project
  CSC495H1,Computer Science Project
  CSE240H1,Introduction to Critical Equity and Solidarity Studies
  CSE241Y1,Introduction to Critical Disability Studies
  CSE270H1,Community (dis)Engagement and Solidarity
  CSE339H1,Special Topics in Equity and Solidarity Studies
  CSE340H1,Abolition in the Global Context:  Theorizing Uprisings and Youth Activism against Policing and Prisons
  CSE341H1,"Theorizing Settler Colonialism, Capitalism and Race"
  CSE342H1,Theory and Praxis in Food Security
  CSE344H1,"Body Matters:  Oppression, Solidarity and Justice"
  CSE344Y1,"Body Matters:  Oppression, Solidarity and Justice"
  CSE345H1,Equity and Activism in Education
  CSE346H1,Community Organizing and Global Solidarity
  CSE347H1,Critical Race and Anti-Racism Studies
  CSE348H1,Special Topics in Equity Studies
  CSE349H1,Disability Arts and Culture
  CSE439H1,Advanced Topics in Equity and Solidarity Studies
  CSE440Y1,Advanced Special Topics in Equity Studies
  CSE441H1,Advanced Topics in Equity Studies
  CSE442H1,Food Systems and the Politics of Resistance
  CSE443H1,Advanced Special Topics in Equity Studies
  CSE444H1,Anti-Colonization and the Politics of Violence
  CSE445H1,"Geographies of Military Occupation, (Un)Freedom and Transnational Solidarity"
  CSE446H1,Community Development and Social Change
  CSE447H1,"Race, Ethnicity and Educational Praxis"
  CSE448H1,Disability and the Child
  CSE449H1,Contemporary Theories in Critical Disability Studies
  CSE469Y1,Decolonizing Research Methodologies for New Researchers
  CTA200H1,Computational Astrophysics
  CTA299Y1,Research Opportunity Program
  CTA395Y1,Research Topic
  CTA396Y0,Research Topic Abroad
  CTA398Y0,Research Excursions
  CTA399Y1,Research Opportunity Program
  CTA495Y1,Independent Topics in Astrophysics
  DHU235H1,Introduction to Digital Humanities
  DHU236H1,Virtual Worlds: Introduction to Spatial Digital Humanities
  DHU335H1,From Book to Map to Video Game: Texts and their Digital Transformations
  DHU336H1,Research and Writing in Digital Humanities
  DHU337H1,Historical Archives in the Digital Age
  DHU338H1,"Data: Access, Creation, Curation, and Interpretation"
  DHU339H1,Special Topics in Digital Humanities
  DHU435H1,The Internet Archive
  DHU436H1,Advanced Topics in Digital Humanities
  DHU437H1,Research Projects in Digital Humanities
  DRM101Y1,"Introduction to Drama, Theatre and Performance Studies"
  DRM200Y1,Performance I
  DRM202H1,Directing I
  DRM220Y1,Comparative Theatre Histories
  DRM224H1,"Robots, Automata, and Avatars"
  DRM228H1,Playwriting I
  DRM254H1,Design and Production I
  DRM286H1,"Special Topics in Drama, Theatre and Performance Studies"
  DRM288H1,Introduction to Communication
  DRM299Y1,Research Opportunity Program
  DRM300Y1,Performance II
  DRM301H1,Voice and Movement I
  DRM302H1,Directing II
  DRM303H1,Theories of Acting
  DRM311H1,Voice and Movement II
  DRM320H1,Concepts of Theatre in the Twentieth and Twenty-first Centuries
  DRM328H1,Playwriting II
  DRM331H1,Dramaturgy
  DRM342H1,The Contemporary Avant-Garde
  DRM354H1,Design II
  DRM355H1,Production II
  DRM355Y1,Production II
  DRM362H1,Theatre and the World
  DRM363H1,"Story-ing the Possible: Talking Treaties, Rehearsing (Re) conciliation"
  DRM366H1,Canadian Theatre
  DRM368H1,Devised Theatre
  DRM375H1,Special Topics in Studio Practice
  DRM375Y1,Special Topics in Studio Practice
  DRM376H1,Special Topics in Studio Practice
  DRM377H1,Special Topics in Studio Practice
  DRM378H1,Special Topics in Studio Practice
  DRM385H1,"Special Topics in Drama, Theatre and Performance Studies"
  DRM385Y1,"Special Topics in Drama, Theatre and Performance Studies"
  DRM386H1,"Special Topics in Drama, Theatre and Performance Studies"
  DRM387H1,"Special Topics in Drama, Theatre and Performance Studies"
  DRM388H1,"Special Topics in Drama, Theatre and Performance Studies"
  DRM390Y1,"Independent Studies in Drama, Theatre and Performance Studies"
  DRM391H1,"Independent Studies in Drama, Theatre and Performance Studies"
  DRM398H0,Research Excursions
  DRM398Y0,Research Excursions
  DRM399Y1,Research Opportunity Program
  DRM400H1,Advanced Performance
  DRM402H1,Advanced Directing
  DRM403Y1,Mainstage Performance
  DRM413H1,Advanced Voice and Movement
  DRM420H1,"Arts and Politics: Bertolt Brecht, Giorgio Strehler, Robert Wilson and Robert Lepage"
